,overall,style,reviewText,summary
410,3,{'Format:': ' DVD'},"['interesting', 'take', 'personal', 'view', 'warfare', 'lee', 'marvin', 'marine', 'real', 'life', 'wwii']",Different take on war - more personal
411,1,{'Format:': ' DVD'},"['make', 'clearer', 'description', 'play', 'domestic', 'player', 'tried', 'cancel', 'order', 'hours', 'sending', 'got', 'anyway', 'seller', 'fine', 'quick', 'shipping', 'decent', 'packing', 'good', 'item', 'usable', 'country', 'list', 'items', 'separate', 'section', 'disappointing', 'sent', 'back']",Won't work in US
412,1,{'Format:': ' DVD'},"['never', 'seen', 'worse', 'comedy', 'promising', 'idea', 'criminal', 'would', 'fail', 'every', 'turn', 'tightly', 'scripted', 'even', 'laugh', 'wrong', 'places', 'none', 'quirky', 'truthful', 'insights', 'real', 'life', 'annie', 'hall', 'later', 'woody', 'allen', 'must', 'absolutely', 'humorless', 'person', 'good', 'thing', 'said', 'failure', 'forced', 'go', 'different', 'direction']",Spectacularly Bad
413,1,{'Format:': ' DVD'},"['played', 'fine', 'us', 'spec', 'blu', 'ray', 'player', 'widescreen', '4', '3', 'letterbox', 'wait', 'actual', 'blu', 'ray', 'comes']",Not widescreen-letterbox only.
414,3,{'Format:': ' DVD'},"['dated', 'late', '60', 'type', 'humor', 'still', 'worth', 'watching', 'absolutely', 'love', 'woody', 'allen', 'sense', 'comedy', 'self', 'loathing', 'study', 'cinematic', 'pathos', 'purchased', 'used', 'copy', 'feel', 'cheated', 'perhaps', 'woody', 'allen', 'diehard', 'fan', 'must', 'average', 'person', 'might', 'one', 'really', 'need', 'view', 'watched', 'expecting', 'realized', 'become', 'overly', 'sophisticated', 'appreciation', 'comedy', 'last', 'four', 'decades', 'paced', 'like', 'television', 'movie', 'week', 'long', 'pauses', 'throughout', 'narrative', 'theme', '40', 'years', 'pass', 'interesting', 'anyone', 'remembers', 'tenspeed', 'brownshoe', 'growing']","Not his best, but not his worse..."
415,3,{'Format:': ' DVD'},"['60', 'era', 'movie', 'funny', 'hip', 'daring', 'topical', 'satirical', 'traits', 'commonplace', 'today', 'common', 'daring', 'film', 'made', 'one', 'reasons', 'fan', 'woody', 'allen', 'besides', 'sicko', 'impregnated', 'adopted', 'daughter', 'appreciate', 'whole', 'nebbishy', 'neurotic', 'lack', 'physicality', 'jewish', 'stereotype', 'jewish', 'albeit', 'big', 'jew', 'persona', 'nobody', 'good', 'however', '1969', 'movie', 'made', 'negative', 'caricature', 'really', 'utilized', 'movies', 'taking', 'stereotype', 'coupling', 'ruthless', 'bold', 'criminal', 'unique', 'notion', 'viewer', 'saw', 'caricature', 'always', 'failing', 'yet', 'charactor', 'perceive', 'way', 'refreshing', 'way', 'telling', 'story', 'story', 'narrative', 'odd', 'find', 'movie', 'still', 'refreshingly', 'funny', 'favorite', 'scene', 'virgil', 'frisked', 'prison', 'cracks', 'ticklish']",Favorite Woody Allen movie from a person that is not a big fan of Woody Allen
416,2,{'Format:': ' VHS Tape'},"['abc', 'video', 'tape', 'woody', 'allen', 'take', 'money', 'run', '1969', 'seems', 'suspect', 'although', 'back', 'cover', 'says', 'licensed', 'product', 'imagine', 'fox', 'would', 'allow', 'company', 'sell', 'really', 'bad', 'copies', 'catalogue', 'abc', 'video', 'affiliated', 'paramount', 'tape', 'tracks', 'well', 'good', 'hifi', 'audio', 'downhill', 'recorded', 'slowest', 'speed', 'got', 'blurry', 'picture', 'saturates', 'color', 'known', 'abc', 'video', 'meant', 'crapola', 'bought', 'doorstop', 'humbly', 'suggest', 'either', 'go', 'nbsp', 'data', 'hook', 'product', 'link', 'linked', 'class', 'link', 'normal', 'href', '1992', 'fox', 'home', 'entertainment', 'dp', '6302403405', 'ref', 'cm', 'cr', 'arp', 'rvw', 'txt', 'ie', 'utf8', '1992', 'fox', 'home', 'entertainment', 'nbsp', 'version', 'instead']",ABC VIDEO took the money and uhhhh...
417,3,{'Format:': ' DVD'},"['hell', 'pacific', 'curiosity', 'telling', 'story', 'two', 'pilots', 'one', 'japanese', 'toshiro', 'mifune', 'one', 'american', 'lee', 'marvin', 'stranded', 'small', 'deserted', 'tropical', 'island', 'world', 'war', 'ii', 'fascinating', 'somewhat', 'flat', 'mifune', 'marvin', 'two', 'favorite', 'actors', 'plight', 'island', 'coveting', 'guarding', 'precious', 'limited', 'resources', 'enemy', 'less', 'drives', 'home', 'point', 'war', 'futile', 'exercise', 'course', 'question', 'arises', 'whether', 'conquer', 'distrust', 'conquer', 'conquered', 'enemy', 'hell', 'pacific', 'thought', 'provoking', 'beautifully', 'photographed', 'master', 'cinematographer', 'conrad', 'hall', 'though', 'attacks', 'counter', 'attacks', 'got', 'feeling', 'middle', 'road', 'runner', 'cartoon', 'exit', 'feeling', 'exacerbated', 'scenes', 'marvin', 'trying', 'teach', 'captive', 'mifune', 'balance', 'power', 'changes', 'number', 'times', 'fetch', 'stick', 'like', 'dog', 'ill', 'conceived', 'scene', 'brutishly', 'funny', 'intent', 'humor', 'added', 'onto', 'ridiculous', 'ending', 'hell', 'pacific', 'seems', 'expended', 'creative', 'energy', 'well', 'final', 'credits', 'run', 'way', 'strongly', 'recommend', 'watching', 'alternate', 'ending', 'special', 'features', 'watching', 'movie', 'right', 'ending', 'movie', 'mystery', 'alternate', 'one']",Hell in the Pacific
418,3,{'Format:': ' DVD'},"['similiarities', 'enemy', 'mine', 'movie', 'could', 'made', 'perhaps', 'enemy', 'mine', 'writer', 'got', 'idea', 'story', 'two', 'men', 'stranded', 'island', 'rather', 'planet', 'case', 'wwii', 'rages', 'japanese', 'american', 'soldier', 'stranded', 'small', 'island', 'try', 'kill', 'first', 'time', 'goes', 'realize', 'survival', 'depends', 'truce', 'eventually', 'work', 'together', 'build', 'raft', 'days', 'pacific', 'ocean', 'find', 'another', 'larger', 'group', 'islands', 'uneasy', 'truce', 'becomes', 'shaky', 'find', 'remnants', 'japanese', 'american', 'occupation', 'main', 'island', 'point', 'excellent', 'movie', 'fact', 'say', 'close', 'flawless', 'movie', 'since', 'acting', 'sets', 'scenery', 'music', 'directing', 'rest', 'incredible', 'spoiler', 'alert', 'reason', 'give', 'four', 'five', 'stars', 'kill', 'single', 'stray', 'artillery', 'shell', 'original', 'ending', 'enthralled', 'wonderful', 'acting', 'really', 'care', 'two', 'characters', 'suddenly', 'watch', 'lifes', 'snuffed', 'writer', 'director', 'could', 'make', 'point', 'war', 'bad', 'impress', 'someone', 'think', 'get', 'point', 'long', 'ending', 'movie', 'give', 'much', 'credit', 'audience', 'use', 'alternate', 'ending', 'soldiers', 'walking', 'separate', 'ways', 'beyond', 'sure', 'look', 'alternate', 'ending', 'see', 'agree', 'original', 'ending', 'still', 'well', 'worth', 'owning']",Survival Nightmare
419,3,{'Format:': ' DVD'},"['allen', 'first', 'film', 'director', 'one', 'best', 'good', 'start', 'brilliant', 'career', 'charasteristics', 'ego', 'seeding', 'one', 'movie', 'year', 'pretty', 'incredible', 'hope', 'keeps', 'going']",woody is always good
420,3,{'Format:': ' DVD'},"['great', 'woody', 'allen', 'film', 'however', '85', 'minutes', 'long', 'like', 'every', 'release', 'description', 'claims', 'uncut', '91', 'minute', 'version', 'extra', 'material', 'widescreen', 'compare', 'side', 'side', 'vhs', 'version', 'acertain', 'making', 'widescreen', 'cuts', 'bottom', 'top', 'picture', 'special', 'features', 'written', 'text', 'korean', 'virtually', 'special', 'features', 'unless', 'read', 'korean', 'buy', 'description', 'claims', 'uncut', 'version', 'however', 'really', 'funny', 'woody', 'film', 'buy', 'domestic', 'release']","Only 3 Stars, for bad item description"
421,2,{'Format:': ' DVD'},"['probably', 'least', 'funny', 'old', 'woody', 'allen', 'films', 'visiting', 'although', 'really', 'like', 'scene', 'given', 'experimental', 'vaccine', 'suffers', 'unusual', 'side', 'effects', 'turning', 'rabbi', 'several', 'hours']",Unintended Side Effects
422,1,{'Format:': ' DVD'},"['call', 'woody', 'allen', 'fan', 'thought', 'film', 'simply', 'hilarious', 'jokes', 'gags', 'hold', 'well', 'even', 'today', 'like', 'beat', 'humour', 'ala', 'something', 'mary', 'even', 'saturday', 'night', 'live', 'find', 'lot', 'like', 'film', 'jokes', 'come', 'thick', 'fast', 'although', 'score', 'vast', 'majority', 'making', 'comedy', 'rewards', 'repeated', 'viewing', 'problem', 'dvd', 'restored', 'way', 'picture', 'sound', 'quality', 'really', 'suffer', 'comparison', 'currently', 'special', 'features', 'note', 'either', 'film', 'certainly', 'one', 'funniest', 'enjoyable', 'ever', 'seen', 'advice', 'wait', 'blu', 'ray', 'version', 'significantly', 'restores', 'picture', 'quality', 'well', 'adds', 'good', 'special', 'features', 'good', 'audio', 'options', 'minimum', 'dolby', 'digital', '5', '1', 'surround', 'option', 'justice', 'home', 'theatre', 'system']",Extremely Funny But Too Bad About the DVD!
423,3,{'Format:': ' DVD'},"['early', 'film', 'first', 'comedian', 'actor', 'director', 'woody', 'allen', 'starring', 'lead', 'virgil', 'starkwell', 'bungling', 'wannabe', 'bank', 'robber', 'whose', 'hijinks', 'land', 'prisons', 'bed', 'lovely', 'girl', 'halls', 'academia', 'expert', 'crime', 'film', 'see', 'outlines', 'woody', 'seemingly', 'endless', 'love', 'affair', 'early', 'black', 'white', 'crime', 'film', 'noir', 'classics', 'little', 'use', 'sight', 'gags', 'latter', 'films', 'woody', 'still', 'funny', 'bumbling', 'new', 'york', 'jewish', 'kid', 'long', 'series', 'films', 'explore', 'greater', 'detail', 'use', 'old', 'time', 'newsreel', 'announcer', 'describe', 'set', 'framework', 'film', 'detail', 'action', 'interesting', 'twist', 'best', 'woody', 'allen', 'film', 'good', 'look', 'niche', 'created', 'american', 'urban', 'comedy', 'social', 'commentary', 'cinema']",IN SEARCH OF WOODY ALLEN
424,3,{'Format:': ' DVD'},"['long', 'christopher', 'guest', 'mastered', 'genre', 'woody', 'allen', 'made', 'comic', 'mockumentary', 'life', 'failed', 'bank', 'robber', 'named', 'virgil', 'starkwell', 'complete', 'newsreel', 'footage', 'excerpts', 'interviews', 'people', 'life', 'including', 'embarrassed', 'parents', 'groucho', 'marx', 'masks', 'stentorian', 'voiceover', 'narration', 'jackson', 'beck', 'fitfully', 'funny', '1969', 'comedy', 'marks', 'allen', 'feature', 'film', 'debut', 'triple', 'threat', 'director', 'writer', 'early', 'partner', 'mickey', 'rose', 'star', 'shows', 'earmarks', 'later', 'visual', 'style', 'even', 'laughs', 'always', 'lacking', 'actual', 'storyline', 'movie', 'takes', 'us', 'starkwell', 'life', 'shoplifting', 'bubblegum', 'machines', 'youngster', 'bank', 'robberies', 'finding', 'ideal', 'woman', 'prison', 'allen', 'purest', 'focus', 'often', 'hilarious', 'sight', 'gags', 'self', 'deprecating', 'one', 'liners', 'without', 'later', 'forays', 'complexities', 'human', 'condition', 'fact', 'probably', 'time', 'allen', 'played', 'screen', 'character', 'without', 'intellectual', 'pretensions', 'closest', 'comes', 'pretending', 'cellist', 'philharmonic', 'girl', 'dreams', 'pretty', 'laundress', 'named', 'louise', 'best', 'gags', 'probably', 'prison', 'shirt', 'folding', 'machine', 'bank', 'robbery', 'starkwell', 'badly', 'handwritten', 'note', 'passed', 'around', 'staff', 'interpret', 'escaped', 'chain', 'gang', 'coming', 'old', 'woman', 'house', 'prison', 'vaccine', 'experiment', 'turns', 'starkwell', 'hassidic', 'rabbi', 'favorite', 'totally', 'impossible', 'scene', 'drives', 'car', 'inside', 'blackmailing', 'woman', 'house', 'chasing', 'around', 'less', 'interest', 'romance', 'starkwell', 'louise', 'portrayed', 'self', 'conscious', 'rather', 'mealy', 'mouthed', 'allen', 'usual', 'generosity', 'actresses', 'yet', 'developed', 'point', 'janet', 'margolin', 'forced', 'play', 'louise', 'quite', 'passively', 'despite', 'beauty', 'movie', 'supposed', 'take', 'place', '1940', 'early', '1960', 'certainly', 'looks', 'feels', 'like', 'hippie', 'era', '1969', 'especially', 'austin', 'powers', 'style', 'music', 'chase', 'scenes', 'allen', 'first', 'wife', 'louise', 'lasser', 'yes', 'mary', 'hartman', 'mary', 'hartman', 'funny', 'cameo', 'early', 'girlfriend', 'extras', '2004', 'mgm', 'dvd', 'package']",Early Woody as a Career Bank Robber Has Some Funny Sight Gags But It Just Drifts
425,3,{'Format:': ' DVD'},"['early', 'woody', 'allen', 'comedy', 'often', 'quite', 'bit', 'fun', 'check', 'reviews', 'recount', 'better', 'sight', 'gags', 'funny', 'scenarios', 'see', 'mean', 'warned', 'though', 'woody', 'still', 'way', 'go', 'jokes', 'got', 'really', 'sharp', 'storylines', 'moved', 'supreme', 'smoothness', 'want', 'overstate', 'criticism', 'take', 'money', 'run', 'never', 'sinks', 'boredom', 'choppiness', 'story', 'telling', 'woody', 'best', 'period', 'still', 'three', 'four', 'films', 'ahead', 'point', 'certain', 'lack', 'polish', 'still', 'evident', 'movie', 'still', 'definitely', 'worth', 'look', 'even', 'though', 'big', 'fan', 'folks', 'unfortunately', 'full', 'frame', 'version', 'take', 'money', 'run', 'one', 'easily', 'available', 'dvd', 'country', 'plus', 'side', 'however', 'noticed', 'obvious', 'offensive', 'cropping', 'image', 'watched', 'movie', 'though', 'guess', 'something', 'must', 'cropped', 'somewhere', 'create', 'full', 'frame', 'image', 'also', 'plus', 'side', 'print', 'sharp', 'clear', 'bright', 'alas', 'like', 'dvds', 'woody', 'films', 'basically', 'extras', 'trailer', 'come', 'expect', 'mr', 'allen', 'credit', 'man', 'like', 'go', 'movies', 'preferring', 'let', 'speak']","He had better days ahead, but this is what put Woody on the map"
426,3,{'Format:': ' DVD'},"['around', 'early', 'time', 'allen', 'truly', 'crystallized', 'peculiar', 'brand', 'nebbish', 'neurotic', 'new', 'york', 'man', 'enjoyed', 'bananas', 'sleeper', 'sheer', 'creativity', 'comic', 'pizzazz', 'thought', 'take', 'money', 'run', 'would', 'similar', 'league', 'unfortunately', 'prescient', 'newsreel', 'style', 'voiceover', 'constitutes', 'narrative', 'device', 'choice', 'putting', 'personal', 'spin', 'events', 'recounts', 'life', 'doozy', 'criminal', 'virgil', 'nerd', 'turn', 'notorious', 'gangster', 'wry', 'commentary', 'lends', 'film', 'pseudo', 'documentary', 'flavor', 'plot', 'pretty', 'much', 'patchwork', 'clips', 'thus', 'exactly', 'awash', 'consistent', 'humor', 'certain', 'scenes', 'pretty', 'funny', 'though', 'e', 'g', 'protagonist', 'escape', 'attempt', 'prison', 'involved', 'bar', 'soap', 'shoe', 'polish', 'bizarre', 'incident', 'chain', 'gang', 'etc', 'allen', 'fans', 'brainer', 'see', 'anyway', 'rest', 'viewers', 'recommend', 'giving', 'polished', 'comedies', 'allen', 'try', 'get', 'erratic', 'early', 'game', 'cameo', 'simply', 'stood', 'test', 'time']",HUMBLE BEGINNINGS OF A COMICAL GENIUS
427,3,{'Format:': ' VHS Tape'},"['take', 'money', 'run', 'entertain', 'humour', 'us', 'familiar', 'rest', 'woody', 'allen', 'sparkling', 'oeuvre', 'real', 'value', 'curiosity', 'woody', 'establishing', 'template', 'later', 'movies', 'e', 'nebbishy', 'loser', 'failure', 'chosen', 'occupation', 'acquires', 'impossibly', 'beautiful', 'girlfriend', 'tries', 'right', 'mockumentary', 'style', 'chooses', 'utilize', 'part', 'works', 'nicely', 'times', 'though', 'tone', 'feels', 'uneven', 'floating', 'documentary', 'narrative', 'fiction', 'back', 'documentary', 'stuck', 'one', 'style', 'power', 'satire', 'would', 'much', 'stronger', 'think', 'choosing', 'obviously', 'mannered', 'genre', 'parody', 'first', 'film', 'somewhat', 'dubious', 'sent', 'path', 'would', 'lead', 'well', 'meaning', 'uneven', 'films', 'bananas', 'sleeper', 'till', 'love', 'death', 'would', 'make', 'film', 'parody', 'serves', 'story', 'rather', 'story', 'serving', 'parody', 'jokes', 'feel', 'forced', 'truly', 'hilarious', 'proto', 'woody', 'moments', 'marching', 'band', 'scene', 'woody', 'gamely', 'trying', 'keep', 'tugging', 'along', 'cello', 'chair', 'knocked', 'flat', 'laughter', 'moment', 'late', 'film', 'woody', 'trying', 'conduct', 'substantive', 'interview', 'rambling', 'subject', 'woody', 'keeps', 'saying', 'get', 'point', 'behind', 'camera', 'effective', 'moment', 'terms', 'parodying', 'documentary', 'form', 'others', 'disappointed', 'humour', 'running', 'gag', 'woody', 'glasses', 'repeatedly', 'get', 'stomped', 'authority', 'figures', 'flat', 'first', 'time', 'saw', 'got', 'flatter', 'subsequent', 'time', 'film', 'definitely', 'bottom', 'personal', 'list', 'favourite', 'woody', 'allen', 'movies', 'may', 'prefer', 'dexterous', 'verbal', 'wit', 'juvenile', 'sight', 'gags', 'physical', 'humour', 'employs', 'yet', 'find', 'footing', 'first', 'outing', 'either', 'way', 'take', 'pass', 'take', 'money', 'run', 'missing', 'much']","In the beginning, Woody created a schlock mockumentary"
428,3,{'Format:': ' DVD'},"['bought', 'video', 'encourage', '16', 'months', 'old', 'daughter', 'start', 'using', 'potty', 'unlike', 'videos', 'us', 'seem', 'interested', 'watching', 'video', 'often', 'voice', 'hannah', 'sounds', 'weird', 'quite', 'sure', 'sound', 'male', 'female', 'sounds', 'innocence', 'young', 'child', 'hearing', 'voice', 'hannah', 'bothers', 'lot', 'tone', 'sounds', 'flat', 'like', 'hannah', 'reading', 'script', 'music', 'catchy', 'song', 'boring', 'bare', 'listen', '3', 'times']",Not my favorite video to watch with my baby
429,3,{'Format:': ' Amazon Video'},"['good', 'condition', 'quick', 'ship', 'good', 'price', 'thank']",Three Stars
430,3,{'Format:': ' Amazon Video'},"['remember', 'seeing', 'show', 'pbs', 'child', 'became', 'interested', 'watching', 'seeing', 'downton', 'abbey', 'really', 'liked', 'first', 'season', 'series', 'watched', 'marathon', 'cold', 'winter', 'weekend', 'second', 'season', 'kept', 'interest', 'watched', 'another', 'winter', 'weekend', 'still', 'interesting', 'much', 'first', 'two', 'seasons', 'like', 'character', 'changes', 'original', 'character', 'hudson', 'james', 'bellamy', 'became', 'bit', 'irritating', 'liked', 'seasons', '1', '2', '3', 'downton', 'abbey', 'give', 'watch', 'watched', 'finish', 'series', 'good', 'previous', 'seasons']",I Watched It To Continue The Series
431,3,{'Format:': ' Amazon Video'},"['season', 'boring', 'mainly', 'got', 'tired', 'james', 'character', 'began', 'annoy', 'story', 'lines', 'interesting']",The Great War
432,3,{'Format:': ' Amazon Video'},"['watch', 'movie', 'saw', 'trailors', 'ordered', 'glitch', 'computer', 'trying', 'order', 'pre', 'order', '4th', 'season', 'downton', 'abby', 'sorry', 'watching', 'either']",movie
433,2,{'Format:': ' DVD'},"['series', 'arguably', 'merits', '5', 'stars', 'trying', 'watch', 'three', 'allegedly', 'brand', 'new', 'discs', 'skip', 'damaged', 'areas', 'gave', 'returned', 'whole', 'set', 'refund', 'shout', 'respected', 'quality', 'products', 'loss', 'interpret', 'happened', 'revision', 'previous', 'review', 'times', 'difficult', 'amazon', 'reviews', 'readers', 'determine', 'exactly', 'reviewed', 'product', 'case', 'tv', 'series', 'manufacturer', 'shout', 'vendor', 'amazon', 'dealing', 'crystal', 'choice', 'clarify', '1', 'first', 'newhart', 'show', 'classic', 'sit', 'com', '2', 'crystal', 'choice', 'honest', 'vendor', 'tried', 'make', 'good', 'sale', 'backfired', 'fault', '3', 'shout', 'atypically', 'experiencehad', 'quality', 'control', 'problems', 'new', 'set', 'discs', 'sentthree', 'unplayable']",Too Bad: A Lemon for an Excellent Series
435,1,{'Format:': ' DVD'},"['looked', 'forwarded', 'movie', 'year', 'one', 'hope', 'forget', 'quickest', 'blame', 'director', 'hollywood', 'pays', 'imbeciles', 'make', 'movie', 'like', 'world', 'could', 'anyone', 'ruin', 'movie', 'starring', 'fiennes', 'connery', 'thurman', 'totally', 'beyond', 'comprehension', 'anyone', 'knows', 'place', 'get', 'elective', 'frontal', 'lobotomy', 'please', 'let', 'know', 'service', 'one', 'deep', 'suffering']","Mrs. Peel, your needed, to destroy all copies of this film!!"
436,3,{'Format:': ' DVD'},"['losing', 'steam', 'pooping', 'episodes', 'without', 'bob', 'time', 'call', 'day', 'back', 'believed', 'already', 'know', 'still', 'year', 'time']","Let's wrap up this chapter of Bob,"
437,3,{'Format:': ' DVD'},"['patrick', 'mcnee', 'bit', 'part', 'film', 'reason', 'enough', 'copy', 'movie', 'tried', 'add', 'much', 'quirks', 'old', 'series', 'made', 'campy', 'dvd', 'version', 'theaters']",It's OK
438,1,{'Format:': ' Amazon Video'},"['believe', 'sean', 'connery', 'would', 'put', 'horrible', 'film']",... believe Sean Connery would put himself into such a horrible
439,1,{'Format:': ' DVD'},"['eh', 'liked', 'episode', 'emily', 'goes', 'camping', 'bob', 'father', 'maybe', 'couple', 'episodes', 'amused', 'patients', 'since', 'bob', 'last', 'episodes', 'much', 'could', 'tell', 'lost', 'interest', 'would', 'buy', 'watch', 'shows', 'watching', 'maybe', 'two', 'episodes', 'twice', 'tried', 'sell', 'set', 'amazon', 'let', 'account', 'set', 'amazon', 'stock', 'items', 'sale', 'videos', 'sitting', 'cabinet']",I liked the episode when Emily goes camping with Bob's father ...
441,3,{'Format:': ' Amazon Video'},"['ok', 'sound', 'work', 'blue', 'ray', 'streaming', 'content', 'player']",Three Stars
442,3,{'Format:': ' Amazon Video'},"['definitely', 'standards', 'tv', 'series', 'ralph', 'fiennes', 'second', 'rate', 'john', 'steed', 'uma', 'thurman', 'little', 'better', 'emma', 'peele', 'making', 'expert', 'every', 'science', 'little', 'much', 'two', 'people', 'running', 'agency', 'much', 'man', 'code', 'named', 'mother', 'woman', 'code', 'named', 'father', 'cute', 'far']",Not up to the the TV series
443,1,{'Format:': ' Amazon Video'},"['wow', 'terrible', 'movie']",How Did This Get Made?
445,1,{'Format:': ' Amazon Video'},"['biggest', 'bomb', '1', 'emma', 'peel', '1', 'john', 'steed', 'diana', 'rigg', 'patrick', 'macnee', 'rip', 'next', 'time', 'want', 'try', 'film', 'based', 'series', 'use', 'longer', 'done', 'rip', 'patrick', 'magnee', 'forget', 'hacks']",THE NEW AVENGERS MOVIE THAT WON'T BOMB
446,3,{'Format:': ' DVD'},"['old', 'bob', 'newhart', 'shows', 'quality', 'writing', 'wit', 'frasier', 'everyone', 'loves', 'raymond', 'said', 'fun', 'seeing', 'styles', 'designs', 'era']",Enjoyable but not timeless classics
448,1,{'Format:': ' VHS Tape'},"['major', 'fan', 'original', 'series', 'watched', 'move', '15', 'years', 'ago', 'hated', 'today', 'thought', 'maybe', 'bad', 'mood', 'day', 'horrid', 'simply', 'nothing', 'pathetic', 'steed', 'sure', 'imitative', 'fails', 'plot', 'seeing', 'twice', 'still', 'clue', 'sean', 'connery', 'supposed', 'emma', 'peel', 'clone', 'pure', 'stupidity', 'wastes', 'screen', 'time', 'understand', 'anybody', 'thought', 'anybody', 'would', 'like', 'complete', 'failure']",Nothing. Just Nothing.
449,3,{'Format:': ' DVD'},"['bit', 'dull', 'ralph', 'makes', 'exciting']",It's Okay!
450,3,{'Format:': ' DVD'},"['fan', 'original', 'television', 'show', 'avengers', 'emma', 'peel', 'obviously', 'even', 'tara', 'king', 'know', 'movie', 'religiously', 'panned', 'reviewers', 'purest', 'respect', 'beloved', 'television', 'movie', 'incredibly', 'light', 'absurd', 'like', 'television', 'series', 'anyway', 'mind', 'least', 'contained', 'elements', 'performed', 'presented', 'differently', 'take', 'given', 'movie', 'enjoyable', 'bit', 'fun', 'otherwise', 'lazy', 'afternoon', 'stuck', 'home']",awful and yet fun.
451,2,{'Format:': ' Amazon Video'},"['seeing', 'sean', 'connery', 'silly', 'role', 'kind', 'worth', 'proof', 'actually', 'happened', 'otherwise', 'surprised', 'see', 'eddie', 'izzard', 'well', 'completely', 'wasted', 'gave', 'one', 'line', 'entire', 'movie', 'come', 'stand', 'comedian', 'anyway', 'silly', 'story', 'greatly', 'acted', 'sub', 'par', 'pacing', 'makes', 'one', 'avoid', 'part']",Sean Connery in a teddy bear outfit!
452,2,{'Format:': ' Amazon Video'},"['movie', 'plusses', 'going', 'primarily', 'cast', 'lot', 'money', 'spent', 'production', 'design', 'special', 'effects', 'film', 'suffers', 'misconceived', 'premise', 'first', 'dealing', 'witty', 'effervescent', 'spy', 'romp', 'iconographical', 'series', '60', 'tries', 'turn', 'darker', 'insupportable', 'james', 'bondian', 'production', 'designer', 'dark', 'avengers', 'really', 'mix', 'whole', 'production', 'dark', 'lots', 'crashing', 'special', 'effects', 'derring', 'conflict', 'father', 'mother', 'never', 'explained', 'dialogue', 'hard', 'understand', 'captioning', 'provided', 'streaming', 'version', 'problem', 'elements', 'script', 'also', 'confusing', 'emma', 'peel', 'imposter', 'rationale', 'etc', 'direction', 'leaden', 'fatal', 'type', 'film']","Good acting, bad direction, poor script, misconceived"
453,1,{'Format:': ' Amazon Video'},"['awful', 'movie', 'reached', 'climax', 'went', 'another', '20', 'minutes', 'uma', 'thurmond', 'charisma', 'diana', 'riggs']",A terrible Movie - Just Awful
454,3,{'Format:': ' Amazon Video'},"['ralph', 'feinnes', 'uma', 'thurmond', 'gave', 'workmanlike', 'performance', 'show', 'copule', 'nods', 'original', 'series', 'patrick', 'mcnee', 'playing', 'invisible', 'archivist', 'show', 'ending', 'original', 'avengers', 'theme', 'overall', 'flavor', 'performance', 'like', 'jame', 'bon', 'constant', 'sexual', 'innuendo', 'crutch', 'mediocre', 'writers', 'less', 'intelligent', 'dialogue', 'original']",An OK diversion with a nod to the original series
455,1,{'Format:': ' Amazon Video'},"['pure', 'garbage', 'waste', 'words', 'cinematic', 'rubbish', 'major', 'favor', 'brave', 'enough', 'watch', 'crap', 'way', 'immediately', 'afterwards', 'watch', 'original', 'avengers', 'episode', 'help', 'cleanse', 'soul']",An Atrocity
456,1,{'Format:': ' DVD'},"['like', 'british', 'stuff', 'like', 'spies', 'movie', 'kept', 'putting', 'sleep', 'however', 'one', 'bit', 'driving', 'convertible', 'pressed', 'button', 'dash', 'hot', 'tea', 'came', 'tap', 'drank', 'actual', 'cups', 'saucers', 'going', 'road', 'credits', 'started', 'rolling', 'realized', 'voldemort', 'ralph', 'fiennes', 'john', 'steed', 'sean', 'connery', 'also', 'like', 'voice']",I expected more.
457,2,{'Format:': ' Amazon Video'},"['got', 'one', 'worse', 'movies', 'ever', 'especially', 'since', 'elements', 'make', 'interesting', 'movie', 'already', 'story', 'characters', 'even', 'decent', 'actors', 'dialogue', 'terrible', 'something', 'strangely', 'benign', 'make', 'angry', 'lulls', 'sleep', 'sometimes', 'bad', 'thing', 'several', 'movies', 'put', 'put', 'right', 'sleep', 'one', 'maybe', 'low', 'droning', 'sound', 'characters', 'speaking', 'worth', '3', 'used', 'think', 'paid', 'fargo', 'puts', 'sleep', 'something', 'snow']",Therapeutic
458,1,{'Format:': ' Amazon Video'},"['terrible', 'movie', 'quite', 'possibly', 'worst', 'uma', 'thurman', 'involved', 'rating', 'merits', 'bad', 'movie', 'kind', 'silly', 'dumb', 'totally', 'forgettable', 'comparing', 'peel', 'era', 'shows', 'makes', 'hard', 'watch', 'first', 'uma', 'thurman', 'looks', 'nothing', 'like', 'diana', 'rigg', 'jessica', 'biel', 'would', 'make', 'much', 'better', 'emma', 'peel', 'secondly', 'set', 'modern', 'day', 'much', 'peel', 'persona', 'twirls', 'flip', 'wearing', 'white', 'gloves', 'without', 'hair', 'clothing', 'goes', 'much', 'essence', 'emma', 'peel', 'sealing', 'tomb', 'barrage', 'crappo', 'cgi', 'makes', 'whole', 'thing', 'look', 'like', 'graphics', 'fast', 'food', 'cup', 'set', 'motion', 'dumb', 'film', 'similar', 'flavor', 'actually', 'succeeds', 'comedy', 'rent', 'austin', 'powers']","3 stars average rating, really??"
